text	vaccine	attitude	side_effects
Hearing people dying (NO not literally) from their shots. My first Pfizer my arms were pretty sore. Second was Moderna and I was pretty tired after. Then, Pfizer booster I felt basically nothing at all...	Pfizer	Negative	Muscle Pain
Hearing people dying (NO not literally) from their shots. My first Pfizer my arms were pretty sore. Second was Moderna and I was pretty tired after. Then, Pfizer booster I felt basically nothing at all...	Moderna	Neutral	Tiredness
Sinovac's Helen Yang says side effect of Sinovac's vaccine, CoronaVac, is some muscle pain which goes away after a day. | via 	Sinovac	Positive	Muscle Pain
I got the Moderna booster (first 2 were Pfizer). My arm was SOOO sore for days after, but I think that must’ve been more a result of the nurse than the vaccine. Thankfully, no other symptoms!	Pfizer	Neutral	No Details
I got the Moderna booster (first 2 were Pfizer). My arm was SOOO sore for days after, but I think that must’ve been more a result of the nurse than the vaccine. Thankfully, no other symptoms!	Moderna	Neutral	Muscle Pain
3x Moderna. Got the 3rd the same time I got flu, shingles & pneumonia. Utterly surprised that all I got was a bit tired, remedied by a nap. Not surprised that my arm was sore! Remedied by some Tylenol. Yup. Imma 1 stop shopper! And grateful for vaccines. Good on ya'!	Moderna	Neutral	Tiredness,Muscle Pain
Also feeling very fatigued but can’t work out if it’s burn out, post jab, or long covid related. I had Pfizer vaccine- what was yours?	Pfizer	Negative	Tiredness
Wife and I had Covid before Christmas after 2 AstraZeneca’s. We are 60 and 61 years old. It was mild like a cold not like the flu. So the booster is over the top for a young person like you.	AstraZeneca	Neutral	Chills
I had pfizer for my booster, slightly sore arm for 3-4 days, other than that fine.	Pfizer	Neutral	Muscle Pain
My husband and I received the Moderna vaccine and we had no issues. His arm bothered him for a day or two and I was a little tired, but that could also be because I average 4 hours a sleep a night...LOL Other than that, we were fine.	Moderna	Neutral	Tiredness
Pfizer vaccine ppl! Did anyone else get a delayed skin reaction on the face and neck? My ears and face were burning in the night and then woke up the next day with a massive acne red rash breakout on my cheeks and underneath my neck!?	Pfizer	Negative	Redness,Fever
Finally got my MODERNA vaccine and it was the easiest thing I have ever had to deal with!!! Didn’t hurt at all! So thankful for all of you that reached out to help me us vaxxed!	Moderna	Positive	None
I’ve talked to a couple relatives that still aren’t sure about the vaccine, and neither of them could even give me a specific reason. Couldn’t be me. I got my second shot of that Funky Cold Moderna 3 damn months ago.	Moderna	Neutral	No Details
Nag tsikahan kami ng anesthesiologist ko kanina. Sabay kami nagpa vaccine ng Sinovac. Swerte ko lang din talaga na soreness lang sa injection site within the day at nauseated lang for an hour or so ang side effect sa akin. Sya daw body malaise talaga & flu like symptoms.	Sinovac	Positive	Fever
Two days after my Moderna booster. Once again, the most remarkable symptom is soreness/itchiness at the injection site, and it's barely noticeable.	Moderna	Neutral	Muscle Pain
Do your homework - look up Simian virus 40 - look up Pfizer’s criminal plea in 2009 - all I can say is thank god for whistleblowers - a nimby attitude doesn’t cut it / if people tell you they are sick or have reactions you believe them - aren’t you lucky then you have good health	Pfizer	Negative	No Details
I know from personal experience that adverse vaccine reactions DO occur, I happened to have one from the Pfizer shot. So no I’m not an epidemiologist but neither are you. I shouldn’t have to get sick so that you feel comfortable even though your fully vaxed.	Pfizer	Negative	No Details
Not sure if every muscle in my body aches from my 2nd vaccine, or just because I’m in my mid-30s? #covid #COVID19 #Pfizer #VACCINE #Ontario #COVID19ON	Pfizer	Neutral	Muscle Pain
She even uploaded pic of her vaccination card & it’s confirmed that it’s the sinovac vaccine. I wont share that one publicly as i dont want u guys to blame her on this. But if u’re really curious, i could share a censored pic of the details, as a proof i am not lying.	Sinovac	Neutral	No Details
People on ventilators that I know. There's a piece of evidence. Rachel being in the J&J trial. That's evidence. The link to the Pfizer vaccine trial data websites. That's evidence. Are you saying Mr. Squires didn't spend 47 days in a ventilator from covid?	Pfizer	Negative	No Details
I just got my Moderna booster Wednesday and my arm was (still is, tho less now) sore within two hours, I spent the first two nights with a fever and chills and zero will to sit up or eat. Slowly getting better now after a few days.	Moderna	Neutral	Muscle Pain,Chills,Fever
oh yeah it's been ten days since i got my first vaccine! i had moderna. side effects: sore arm for three days. (second day was the worst!) tired for a couple days but could have just been anxiousness from getting a needle releasing. that's all i got.	Moderna	Neutral	Tiredness,Muscle Pain,Other
We got the Pfizer shot (similar to Moderna) & the only side effect: a sore arm for 24 hours after. Best way to prep is no alcohol 24 hrs before or after; take your vitamins; hydrate; & get good sleep. Be healthy & it will help your body accept the vaccine to protect you.	Pfizer	Positive	Muscle Pain
More of us should be talking about #covidperiods #Moderna #SideEffects . After every jab (now three times), disrupted cycle, intense pain, pain in new areas, extreme fatigue! #thepainisreal #WomensHealth #researchneeded	Moderna	Negative	Tiredness,Muscle Pain
About 8 hrs since my Moderna booster. Just a slight sore arm at the moment.	Moderna	Neutral	Muscle Pain
Got my Pfizer booster yesterday and at my 12 hour mark I got back pain & a headache. Not bad but made sleeping uncomfortable. It’s now been 24 hours and I feel fine. Arm is still very sore.	Pfizer	Neutral	Headache,Muscle Pain
My friend: Three Pfizer shots. Caught Wuhan on Dec 27th. Still sick today! #MasksDontWork #VaccineFailure if I got three smallpox shots in 6 months and then got smallpox I’d be pissed!	Pfizer	Negative	None
I had the moderna vaccine both doses not side effects from either only a sore arm after	Moderna	Neutral	Muscle Pain
First and second dose of Pfizer were fine, arm was sore for a day or two after and I just overall felt kind of tired the next day. My first dose seemed worse than my second. Not eligible for the booster yet.	Pfizer	Positive	Tiredness,Muscle Pain
I just felt sick the day I took the first dose of the AstraZeneca vaccine. I also had an interview that day so I was stressed. I took paracetamol that day. I was fine the next day. I took the 2nd dose just last week. I didn’t get sick. Felt a little sick after my work out the....	AstraZeneca	Neutral	Nausea
You’ll be fine. I got my first shot of Moderna two weeks ago. Just a little soreness in my arm.	Moderna	Positive	Muscle Pain
#BoosterJab I had my booster over three weeks ago. Had really bad headaches for two weeks non stop now have a bleed at the back of my eye. Can see out of my right eye but have blood and floaters. Is this caused by the booster? #Pfizer #BoosterVaccine #BoosterJab	Pfizer	Negative	Headache,Other
Got my first dose of the Moderna on Tuesday, good atmosphere, lovely staff, in and out within 20 minutes and no side effects apart from a sore arm for a day, like with other vaccines occasionally	Moderna	Positive	Muscle Pain
I did the same shots. 2nd Pfizer made me really sick for 1 day. 3rd Moderna made me even sicker for 2 days. Hope it was worth it. Got KN85 masks and N95. N95 much better. 3M Aura model. It is the easiest mask that I've had to breathe thru. Breathes thru the filter not the edge.	Pfizer	Neutral	Nausea
I did the same shots. 2nd Pfizer made me really sick for 1 day. 3rd Moderna made me even sicker for 2 days. Hope it was worth it. Got KN85 masks and N95. N95 much better. 3M Aura model. It is the easiest mask that I've had to breathe thru. Breathes thru the filter not the edge.	Moderna	Neutral	Nausea
"F that. There are ethical and other issues related, will NEVER utilize the Gates /Moderna vaccine. Bribing the Public with public funds to get jabbed, then pull stuff like this. No wonder there's ""hesitancy"". Pretty sick to give this to teens in the first place"	Moderna	Neutral	None
This sh*t news about those who received the #PfizerVaccine may need a booster and then the saying no you don't is red meat for the #antivaxxers and frankly I am getting a little tired of everyone not being on message.	Pfizer	Negative	None
Hmmm…that is odd. I haven’t heard anything about numbness/coldness in the fingers (mom & grandma both got moderna). You should contact your doctor if it continues! It’s likely nothing to do with the vaccine if you’re over a week out & these symptoms started days ago.	Moderna	Neutral	Chills,Other
Second Pfizer gave me barely any side effects, less than the first. My wife's second Pfizer made her arm a bit sore. My son's second Moderna made him very fatigued for a day and he ran a mild fever for about 24 hours, starting about 24 hours after the vaccine.	Pfizer	Neutral	Tiredness,Muscle Pain,Fever
Hi Nim, need your help here. I took Astrazeneca vaccine yesterday at PPV UKM, Bangi. Later that night I took my routine meds for BP, Diabetic & Cholesterol. Since my body starts to shiver and ache. Is that normal after vaccination process? 	AstraZeneca	Neutral	Muscle Pain,Chills
Im curious, those of you who suffered side effects of your 2nd or 3rd COVID jab what vaccine did you get? All 3 of mine have been BioNTech, Pfizer - and I have only had a slight ache in my arm, will see what the 3rd dose does, if anything.	Pfizer	Neutral	Muscle Pain
Pfizer was tough for me as booster. Cold and Flue like symptoms. Body pain and fatigue lasted for 3 days.	Pfizer	Negative	Tiredness,Muscle Pain,Chills,Other
8 hours after 2nd dose of Moderna vaccine: Sore shoulder area, but not enough to notice unless Im moving my arm in a specific manner.	Moderna	Neutral	Muscle Pain
I know it's anecdotal, but my wife has RA and got the vaccine. Like , she was sore for a few days. She got the Pfizer. I am a perfect human specimen with no health problems and I got the Moderna. I was sore (like a workout sore, but all over) for about 1.5 days.	Pfizer	Neutral	Muscle Pain
